PLAYER_NAME;MIN;FGM;FGA;FG3M;FG3A;FTM;FTA;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;DD2;TD3;PACE;PIE;POSS
Malevy Leons;20.97;0;2;0;1;2;4;1;2;3;1;1;0;0;1;4;2;2;0;0;604.18;-0.32499999999999996;44
Malik Beasley;711.26;141;323;92;223;25;34;16;61;77;46;28;19;1;6;34;29;399;1;0;2522.9700000000003;2.269;1496
Malik Monk;511.02;104;223;43;112;42;50;4;59;63;81;22;14;8;12;40;45;293;1;0;1855.81;2.143;1090
MarJon Beauchamp;35.43;6;16;2;8;4;4;2;7;9;1;7;1;0;1;3;2;18;0;0;1230.24;0.988;79
Marcus Sasser;210.63;41;76;13;32;6;6;6;11;17;24;12;13;2;5;13;8;101;0;0;1768.21;1.621;438
Marcus Smart;320.3;45;122;25;77;29;35;13;25;38;61;32;22;6;7;26;30;144;0;0;1654.41;1.311;735
Mark Williams;29.95;9;15;0;0;4;5;6;7;13;3;2;1;1;1;2;4;22;0;0;279.68;0.48000000000000004;59
Markieff Morris;18.0;2;9;1;3;0;0;0;5;5;2;2;0;1;0;0;0;5;0;0;338.84000000000003;0.09899999999999999;42
Marvin Bagley III;134.63;33;61;2;10;10;15;21;23;44;6;10;5;5;2;10;15;78;0;0;1692.77;1.7630000000000001;290
Mason Jones;12.59;0;2;0;2;0;0;1;3;4;7;0;0;0;0;1;0;0;0;0;278.88;0.293;25
Mason Plumlee;397.37;39;70;0;0;23;42;34;100;134;37;20;8;18;15;44;36;101;1;0;2164.93;1.688;824
Matas Buzelis;303.61;44;110;21;58;19;24;11;50;61;9;17;8;17;7;35;13;128;0;0;2568.1;-0.16399999999999998;686
Matt Ryan;41.18;4;16;3;12;0;0;0;1;1;0;3;0;0;2;0;1;11;0;0;813.4;0.742;91
Max Christie;442.32;42;103;14;48;34;41;14;36;50;29;15;18;9;5;30;27;132;0;0;2299.18;1.68;914
Maxi Kleber;237.67;9;26;2;9;4;6;6;36;42;8;10;2;7;2;29;9;24;0;0;1439.83;0.218;501
Maxwell Lewis;29.38;2;6;0;0;0;0;2;0;2;2;2;1;0;0;1;0;4;0;0;670.61;-0.099;61
Micah Potter;100.9;7;19;6;16;0;0;10;23;33;5;5;1;3;2;6;3;20;0;0;485.51;0.516;205
Michael Porter Jr.;784.42;165;322;52;134;35;52;35;121;156;63;29;19;9;17;49;42;417;3;0;2235.19;2.298;1668
Mikal Bridges;958.08;177;368;58;171;13;21;24;66;90;83;38;26;13;5;33;29;425;0;0;2454.11;1.992;1950
Mike Conley;484.49;53;146;38;103;28;31;9;47;56;84;27;30;4;5;32;37;172;1;0;1873.96;1.659;995
Miles Bridges;331.2;62;146;24;69;28;33;8;64;72;33;15;7;5;12;15;26;176;0;0;1099.72;1.249;687
Miles McBride;507.92;75;166;41;100;21;24;11;40;51;57;21;18;5;9;34;26;212;0;0;1980.33;1.6280000000000001;1043
Mo Bamba;135.9;19;43;5;20;6;9;7;32;39;8;7;7;12;4;22;8;49;0;0;990.06;0.98;275
Monté Morris;213.48;35;75;14;38;14;16;4;21;25;30;8;7;3;2;10;10;98;0;0;1801.71;1.7890000000000001;449
Moritz Wagner;517.99;126;227;23;67;69;95;40;102;142;39;44;22;12;13;50;86;344;1;0;2708.28;4.638;1077
Moses Brown;45.58;13;20;0;0;3;5;4;9;13;0;6;2;1;0;6;3;29;0;0;1064.8400000000001;-0.41100000000000003;111
Moses Moody;357.9;58;138;30;82;25;35;10;33;43;20;18;6;6;10;26;28;171;0;0;2351.53;1.195;767
Mouhamed Gueye;11.4;1;4;0;2;0;0;0;2;2;0;1;0;0;0;0;0;2;0;0;198.66;0.01999999999999999;25
Moussa Diabate;439.14;32;58;0;0;5;15;79;92;171;16;21;15;21;4;40;28;69;2;0;2143.32;2.148;879
Myles Turner;734.25;127;268;49;117;48;67;28;135;163;37;60;19;47;9;70;64;351;3;0;2296.59;1.9889999999999999;1524
Naji Marshall;510.87;100;182;17;55;33;38;23;48;71;50;31;20;2;11;32;31;250;0;0;2144.58;2.001;1079
Nate Williams;10.02;3;4;1;2;0;0;0;3;3;0;0;1;0;0;0;0;7;0;0;391.09;0.926;27
Naz Reid;568.49;106;224;41;117;39;45;15;105;120;37;28;19;19;12;51;34;292;1;0;2311.21;2.555;1183
Neemias Queta;357.3;51;79;0;2;18;24;37;67;104;15;13;4;20;8;42;24;120;0;0;1981.22;2.009;729
Nic Claxton;454.56;78;120;1;3;19;41;35;105;140;42;22;13;23;5;46;38;176;4;0;1744.25;2.253;906
Nick Richards;240.78;36;58;0;1;32;46;28;64;92;16;17;4;17;6;28;31;104;4;0;888.87;1.1;493
Nick Smith Jr.;121.17;16;48;8;26;0;0;1;10;11;10;3;4;1;1;8;2;40;0;0;1317.3;0.588;246
Nickeil Alexander-Walker;552.8;80;155;40;87;22;30;16;45;61;58;34;20;9;3;38;39;222;1;0;2297.51;2.137;1143
Nicolas Batum;449.32;30;82;23;64;6;8;19;49;68;38;10;8;11;3;32;7;89;0;0;2521.42;1.345;939
Nikola Jokić;714.23;233;415;42;84;105;130;77;181;258;193;71;34;14;23;39;118;613;17;9;1948.43;4.084;1533
Nikola Jović;254.51;39;87;14;44;16;20;8;44;52;18;8;13;1;2;20;19;108;0;0;1400.1;1.458;530
Nikola Vučević;792.6;209;356;55;116;52;61;49;195;244;81;45;20;19;13;60;78;525;15;0;2607.77;3.742;1721
Noah Clowney;248.24;37;94;23;61;15;21;14;33;47;10;11;5;9;9;36;17;112;0;0;1479.44;0.8380000000000001;508
Norman Powell;586.03;146;297;69;142;63;75;5;49;54;45;38;20;3;14;33;62;424;1;0;1787.46;2.268;1208
OG Anunoby;920.29;163;341;55;154;53;66;27;99;126;50;33;39;30;24;64;51;434;0;0;2439.19;2.168;1869
Obi Toppin;482.9;96;180;28;85;22;25;17;74;91;43;17;14;10;6;34;26;242;0;0;2551.22;2.617;1067
Ochai Agbaji;770.71;111;214;45;98;14;20;24;81;105;52;23;25;14;15;62;20;281;0;0;2521.13;1.935;1616
Olivier-Maxence Prosper;96.88;11;29;3;9;5;9;11;15;26;4;1;3;2;5;7;7;30;0;0;1575.12;2.077;212
Onyeka Okongwu;574.44;108;198;8;39;51;66;63;100;163;35;21;17;17;21;55;50;275;5;0;2554.99;2.691;1274
Orlando Robinson;42.13;5;11;1;4;3;6;2;9;11;7;3;2;1;0;6;4;14;0;0;495.69;0.135;87
Oscar Tshiebwe;15.65;0;0;0;0;3;4;3;6;9;0;1;2;0;0;3;3;3;0;0;104.28;0.13;34
Oso Ighodaro;319.44;35;57;0;0;10;13;22;52;74;19;12;7;6;4;35;12;80;0;0;1792.29;1.218;658
Ousmane Dieng;185.69;20;59;9;36;7;11;9;33;42;13;4;11;4;3;18;8;56;0;0;1666.88;1.474;399
P.J. Washington;618.73;88;195;27;75;38;50;30;128;158;47;31;25;23;11;38;42;241;7;0;1951.76;1.983;1325
PJ Dozier;30.28;2;3;2;3;1;6;1;4;5;5;1;1;0;0;3;3;7;0;0;778.48;1.078;69
PJ Hall;10.83;2;5;0;2;0;0;0;1;1;0;0;0;0;0;1;0;4;0;0;486.48;0.66;21
Pacôme Dadiet;76.82;6;18;5;12;2;2;0;13;13;5;1;1;2;1;5;3;19;0;0;1149.01;0.466;163
Paolo Banchero;182.18;48;97;11;32;38;59;12;32;44;28;11;3;4;6;13;37;145;2;0;509.39;0.771;386
Pascal Siakam;860.55;189;360;44;107;71;89;44;120;164;89;38;23;6;13;74;82;493;2;0;2520.87;3.13;1808
Pat Connaughton;255.5;26;70;13;44;9;12;8;37;45;26;11;3;5;5;19;13;74;0;0;1494.28;0.949;530
Pat Spencer;43.92;6;16;0;3;2;2;4;3;7;12;4;5;0;3;4;3;14;0;0;808.77;1.319;95
Patrick Baldwin Jr.;56.38;9;19;5;11;2;4;3;9;12;1;2;2;2;2;4;3;25;0;0;1204.22;1.175;124
Patrick Williams;433.03;50;133;28;71;21;25;16;59;75;35;29;15;8;11;21;17;149;1;0;1611.34;0.846;960
Patty Mills;137.5;11;31;7;24;3;3;1;7;8;13;8;6;2;0;8;8;32;0;0;943.69;0.358;302
Paul George;366.72;69;167;24;77;30;37;9;55;64;62;33;22;4;5;29;41;192;1;0;1175.71;1.432;754
Paul Reed;109.73;19;33;4;9;12;15;7;16;23;5;9;8;5;1;19;9;54;0;0;1119.73;1.5390000000000001;234
Payton Pritchard;677.61;130;267;89;207;37;44;27;52;79;69;25;25;3;10;41;35;386;0;0;2360.17;2.734;1393
Pelle Larsson;245.1;34;63;11;29;11;20;10;20;30;22;8;9;0;1;32;18;90;0;0;1556.08;1.575;510
Peyton Watson;548.44;72;149;18;50;33;43;20;52;72;28;18;18;22;15;48;30;195;0;0;2268.59;1.099;1169
Precious Achiuwa;74.8;7;16;0;2;3;8;6;19;25;6;4;3;5;1;4;5;17;0;0;398.56;0.318;154
Quentin Grimes;468.52;67;140;33;81;28;40;14;68;82;34;29;17;5;3;42;30;195;0;0;2371.54;1.665;1002
Quenton Jackson;239.92;38;73;9;23;12;17;10;17;27;28;11;9;5;9;28;25;97;0;0;1451.5;0.91;511
Quincy Olivari;8.2;1;3;1;3;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;99.51;0.0;17
RJ Barrett;753.05;191;413;45;129;93;131;20;126;146;128;71;17;6;33;58;102;520;5;1;2262.19;2.698;1612
Rayan Rupert;223.35;28;64;9;29;8;12;17;17;34;11;12;7;2;9;16;10;73;0;0;2227.43;0.286;492
Reece Beekman;4.08;1;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;2;0;0;185.08999999999997;1.288;8
Reed Sheppard;281.52;35;98;17;56;4;4;7;18;25;31;14;12;8;5;23;3;91;0;0;2489.55;0.726;609
Reggie Jackson;118.73;16;39;11;25;0;0;1;8;9;21;7;6;3;2;8;1;43;0;0;1006.28;0.546;243
Richaun Holmes;20.37;5;10;0;1;2;2;2;3;5;0;2;0;2;0;1;1;12;0;0;332.14;0.23099999999999998;45
Ricky Council IV;200.12;25;61;7;27;18;21;5;21;26;14;4;3;3;7;12;15;75;1;0;1811.59;1.092;416
Riley Minix;6.75;0;1;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;106.67;0.039;15
Rob Dillingham;92.22;18;36;6;12;0;0;1;8;9;16;12;0;0;1;4;1;42;0;0;1168.32;0.867;197
Robert Williams III;131.34;27;38;1;2;12;13;15;27;42;10;7;8;13;3;7;9;67;0;0;733.5699999999999;1.203;283
Ronald Holland II;396.58;54;127;9;50;22;28;14;62;76;19;26;12;5;10;40;27;139;0;0;2532.99;1.473;835
Royce O'Neale;594.94;88;196;57;127;16;21;29;111;140;47;24;22;14;7;52;18;249;0;0;2325.29;2.3890000000000002;1249
Rudy Gobert;788.38;90;139;0;0;63;80;75;178;253;46;39;16;34;19;67;83;243;10;0;2257.68;2.8890000000000002;1606
Rui Hachimura;616.49;90;180;31;67;29;34;35;67;102;32;12;19;12;13;37;28;240;1;0;1864.04;1.705;1262
Russell Westbrook;545.29;85;213;28;80;51;80;17;71;88;140;53;34;14;20;55;53;249;3;1;2318.48;2.026;1200
Ryan Dunn;338.8;45;110;22;71;2;8;12;39;51;15;10;10;10;3;47;4;114;0;0;1925.21;0.6930000000000001;713
Ryan Rollins;72.38;10;25;6;12;5;6;3;8;11;9;7;7;4;2;10;6;31;0;0;1201.76;-3.963;161
Sam Hauser;442.78;62;141;43;117;2;2;16;51;67;21;8;16;5;1;25;12;169;0;0;1976.52;1.557;901
Sam Merrill;416.91;50;126;38;109;11;12;6;31;37;36;10;12;5;3;43;17;149;0;0;2163.09;1.162;894
Sandro Mamukelashvili;160.41;29;51;16;35;11;15;10;39;49;6;9;3;5;0;11;9;85;0;0;1729.74;2.384;338
Santi Aldama;671.51;134;255;39;104;24;31;42;145;187;81;32;23;13;8;29;29;331;7;0;2655.05;3.521;1488
Scoot Henderson;445.22;72;172;17;53;39;50;12;36;48;87;52;16;2;14;43;51;200;0;0;1735.25;1.311;947
Scottie Barnes;464.67;106;230;26;84;50;69;29;89;118;104;50;18;10;11;27;55;288;7;1;1437.09;2.1750000000000003;992
Scotty Pippen Jr.;583.42;103;218;24;72;38;53;15;75;90;136;51;28;8;15;63;65;268;6;1;2668.1;2.4779999999999998;1288
Seth Curry;284.54;41;86;20;45;9;11;9;22;31;8;6;10;4;0;23;12;111;0;0;2309.14;1.79;596
Shaedon Sharpe;488.81;99;229;28;99;52;65;12;41;53;38;32;13;3;15;28;47;278;0;0;1612.7;1.393;1023
Shai Gilgeous-Alexander;823.37;255;495;51;150;164;191;20;109;129;151;64;42;24;18;52;133;725;2;0;2440.57;4.582;1740
Shake Milton;326.61;44;93;19;45;12;17;9;21;30;41;13;8;1;7;23;22;119;0;0;2030.66;0.43399999999999994;675
Sidy Cissoko;29.55;2;7;1;2;0;4;2;6;8;5;1;0;0;2;4;2;5;0;0;1128.97;-0.23700000000000002;63
Simone Fontecchio;415.67;48;120;28;81;22;28;12;58;70;20;16;6;5;5;32;25;146;0;0;2327.91;1.3619999999999999;881
Spencer Dinwiddie;491.83;55;137;32;84;46;53;4;37;41;70;18;16;6;2;37;41;188;0;0;2369.3;1.7;1056
Spencer Jones;3.78;0;1;0;1;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;210.92;0.235;9
Stanley Umude;17.36;1;3;1;3;0;2;0;3;3;1;0;0;1;0;0;1;3;0;0;685.77;0.33999999999999997;41
Stephen Curry;583.07;142;315;78;189;71;77;10;88;98;123;62;25;9;13;19;58;433;2;0;1963.15;2.942;1253
Stephon Castle;658.02;100;259;29;103;62;84;19;44;63;92;45;22;10;15;40;69;291;0;0;2405.28;1.609;1376
Steven Adams;144.12;13;22;0;0;8;20;19;23;42;14;17;3;2;4;16;15;34;0;0;1337.08;0.65;302
Svi Mykhailiuk;81.18;10;27;7;22;3;4;1;9;10;8;10;5;1;0;8;6;30;0;0;1303.09;0.13699999999999996;172
T.J. McConnell;480.37;127;220;3;12;19;26;13;48;61;97;39;33;7;15;25;37;276;0;0;2532.42;3.094;1057
Taj Gibson;150.29;16;34;1;2;4;6;21;24;45;7;9;5;3;5;18;10;37;0;0;1278.02;0.961;301
Talen Horton-Tucker;207.6;48;87;19;37;21;29;8;26;34;28;11;4;4;4;16;21;136;0;0;2150.94;1.448;472
Tari Eason;528.87;102;213;21;67;33;43;51;98;149;25;20;46;23;13;55;33;258;2;0;2371.32;2.87;1130
Taurean Prince;643.64;67;136;45;84;11;13;15;86;101;44;26;20;5;10;49;19;190;1;0;2417.93;1.565;1347
Taylor Hendricks;74.52;4;18;3;12;3;4;5;10;15;2;2;5;4;0;8;2;14;0;0;315.35;0.07200000000000001;163
Taze Moore;19.85;2;10;1;4;1;2;4;4;8;1;2;2;0;1;0;1;6;0;0;217.01;0.243;46
Terance Mann;483.96;56;128;16;47;16;24;24;47;71;40;13;22;5;16;47;23;144;0;0;2280.5;1.355;999
Terrence Shannon Jr.;30.28;4;9;1;3;0;0;0;1;1;4;3;2;1;1;0;0;9;0;0;778.48;0.5070000000000001;69
Terry Rozier;572.04;86;212;39;107;31;35;13;60;73;62;31;11;8;9;29;35;242;0;0;1948.5;1.636;1168
Thomas Bryant;114.98;12;28;6;17;11;11;6;26;32;4;2;1;9;1;9;8;41;0;0;997.88;1.134;240
Tidjane Salaün;376.31;33;101;20;68;14;19;18;63;81;19;16;12;3;10;28;20;100;1;0;1988.8;1.692;769
Tim Hardaway Jr.;607.9;70;172;40;114;35;39;3;39;42;34;14;6;0;2;27;51;215;0;0;2157.46;1.284;1246
Tobias Harris;781.02;127;283;37;108;47;56;25;140;165;57;31;20;21;19;48;42;338;2;0;2363.84;2.528;1598
Torrey Craig;66.61;11;22;7;18;2;2;3;10;13;3;0;1;1;0;10;1;31;0;0;619.89;0.06900000000000002;142
Toumani Camara;719.69;80;191;37;100;18;26;50;70;120;50;38;34;8;11;69;56;215;0;0;2398.37;1.113;1493
Trae Young;899.49;162;422;65;211;135;151;15;83;98;304;114;33;3;23;51;122;524;18;0;2643.29;2.99;1979
Trayce Jackson-Davis;387.67;76;127;0;1;19;32;38;70;108;45;18;6;16;16;26;25;171;1;0;2353.8;2.646;831
Tre Jones;140.0;10;30;3;12;10;14;5;14;19;26;5;5;2;1;12;15;33;0;0;831.35;0.632;304
Tre Mann;319.04;70;161;24;60;19;21;12;26;38;39;25;7;4;13;24;21;183;0;0;1282.81;1.1239999999999999;655
Trendon Watford;198.66;33;76;7;25;27;32;4;32;36;15;16;5;4;11;30;31;100;0;0;1079.53;0.887;410
Trentyn Flowers;14.35;4;9;0;2;1;1;1;3;4;0;1;0;0;0;3;1;9;0;0;105.37;0.092;32
Trevelin Queen;5.02;1;3;1;1;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;232.19;-0.045;12
Trey Alexander;44.25;3;12;1;6;2;2;0;1;1;2;1;0;1;0;3;2;9;0;0;941.29;-0.992;100
Trey Jemison III;148.85;14;29;0;0;6;15;17;21;38;8;10;6;6;6;24;8;34;0;0;1365.85;1.6119999999999999;308
Trey Lyles;353.15;33;91;22;66;10;14;15;56;71;17;10;10;11;1;25;19;98;1;0;1778.3;0.942;720
Trey Murphy III;398.17;74;175;33;97;35;40;10;45;55;30;19;14;8;2;27;31;216;0;0;1231.9;1.077;853
Tristan Thompson;57.77;13;19;0;1;0;6;3;14;17;4;4;0;2;1;6;4;26;0;0;823.34;0.532;117
Tristan da Silva;523.24;61;150;25;76;17;24;21;62;83;33;15;8;4;7;33;26;164;0;0;2267.32;1.067;1072
Tristen Newton;8.11;1;6;0;3;1;1;0;0;0;1;1;0;0;0;2;1;3;0;0;682.54;-0.11100000000000002;24
Ty Jerome;440.82;98;178;33;70;41;45;14;36;50;83;29;29;1;8;39;40;270;0;0;2453.04;3.099;938
TyTy Washington Jr.;26.7;3;6;2;3;0;0;0;1;1;4;1;2;0;0;0;1;8;0;0;322.09;0.307;55
Tyler Herro;764.6;183;384;92;218;75;86;7;111;118;111;55;17;2;23;38;58;533;2;0;2167.34;3.045;1570
Tyler Kolek;109.79;16;37;10;22;4;4;2;10;12;11;7;6;1;1;9;5;46;0;0;1641.7;1.04;242
Tyler Smith;34.44;8;13;3;8;1;2;1;7;8;1;3;0;3;0;4;2;20;0;0;1170.1100000000001;1.357;81
Tyrese Haliburton;883.88;150;357;71;211;66;78;18;66;84;210;49;32;15;9;41;61;437;8;0;2522.26;2.749;1870
Tyrese Martin;132.35;22;44;17;33;4;5;4;16;20;10;4;3;2;2;12;4;65;0;0;901.27;2.036;278
Tyrese Maxey;586.9;138;340;44;150;69;81;3;55;58;83;31;32;5;23;41;65;389;2;1;1554.55;1.95;1197
Tyus Jones;741.57;107;227;52;126;15;18;14;45;59;157;24;27;2;9;23;27;281;3;0;2301.32;2.443;1550
Ulrich Chomche;4.5;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;101.33;0.146;10
Vasilije Micić;283.36;38;103;17;43;7;10;10;27;37;50;26;7;0;13;16;15;100;1;0;1240.17;0.604;560
Victor Wembanyama;610.92;165;344;59;173;59;68;40;157;197;69;68;23;64;10;40;96;448;9;1;1908.4;3.231;1281
Vince Williams Jr.;44.83;7;19;1;8;1;4;4;7;11;9;7;0;2;1;9;8;16;0;0;347.26;0.04;107
Vlatko Čančar;34.48;4;7;1;2;0;0;3;5;8;0;2;0;1;1;4;0;9;0;0;415.04;-0.793;77
Vít Krejčí;140.24;12;35;4;17;5;9;7;15;22;17;7;4;3;4;19;8;33;0;0;1269.53;0.15599999999999997;302
Walker Kessler;494.86;79;108;0;0;27;45;68;120;188;24;25;8;51;12;37;42;185;10;0;1700.53;2.284;1026
Wendell Carter Jr.;362.25;36;72;5;29;29;38;27;82;109;33;13;13;8;3;41;37;106;1;0;1381.8999999999999;1.553;743
Wendell Moore Jr.;164.08;19;35;3;9;11;12;9;27;36;12;8;7;3;3;12;8;52;0;0;1104.55;1.135;339
Xavier Tillman;140.58;7;27;3;15;1;2;7;25;32;6;5;4;3;3;12;2;18;0;0;1658.15;0.372;292
Yuki Kawamura;39.83;4;15;2;11;4;6;0;2;2;7;4;1;0;0;4;3;14;0;0;1390.09;-0.5;88
Yves Missi;603.19;88;162;0;0;48;74;90;106;196;29;27;17;30;23;46;59;224;6;0;2388.63;2.266;1255
Zaccharie Risacher;622.8;107;268;32;116;45;66;30;60;90;32;29;22;19;20;54;47;291;0;0;2736.77;1.451;1359
Zach Collins;341.39;50;105;12;36;28;32;28;52;80;42;21;11;12;10;53;30;140;0;0;2408.79;1.622;713
Zach Edey;281.27;64;105;6;10;22;33;43;54;97;11;23;12;14;9;44;31;156;2;0;1459.93;1.607;608
Zach LaVine;733.26;177;350;73;169;60;75;5;92;97;93;62;17;6;12;40;61;487;1;0;2302.74;2.448;1596
Zeke Nnaji;73.69;9;22;0;8;1;5;2;5;7;3;1;1;2;3;6;8;19;0;0;1568.23;1.194;162
Ziaire Williams;458.62;64;159;18;66;35;44;22;70;92;24;19;20;7;18;56;42;181;1;0;2042.9;1.201;925
Zion Williamson;186.36;47;104;2;6;40;60;16;32;48;32;22;4;7;19;18;40;136;3;0;595.02;0.649;385
